municipality,year,url,alt_url
Sudbury,2024,https://cdn.sudbury.ma.us/wp-content/uploads/sites/270/2025/09/Town-Proceedings-2024.pdf?version=db5884c35252866edd48ac95c6cade53,
Tyngsborough,2021,https://www.facebook.com/tyngsboroughma/posts/town-clerk-jessica-brunelle-has-published-the-official-election-results-from-yes/1352934293533123/,
Walpole,2022,https://thewalpolean.org/2022/03/09/town-election-results-2022/,
Wendell,2023,https://www.recorder.com/Doud-replaces-Keller-on-Wendell-Selectboard-50836705,
Wendell,2024,https://recorder.com/2024/05/08/no-surprises-in-wendell-election-55041731/,
Westhampton,2024,https://westhamptonma.gov/wp-content/uploads/WESTHMAPTON-Version-10-Revised-on-2024-0318.pdf,
Westhampton,2025,https://westhamptonma.gov/wp-content/uploads/2025-0321-WESTHAMPTON-Annual-Town-Report-FINAL.pdf,
Westminster,2025,https://www.westminster-ma.gov/sites/g/files/vyhlif1431/f/uploads/final_fy_25_adv_bd_booklet.pdf,
Westport,2021,https://resources.finalsite.net/images/v1647976000/westportschoolsorg/zq1bv4gpvmea1uyndesy/WestportTownReport2021FINAL.pdf,
Westport,2022,https://www.westport-ma.com/town-clerk/pages/elections-and-voter-information,
Whately,2025,https://www.recorder.com/Whately-Elementary-School-Committee-seat-remains-in-limbo-following-election-61696657,
Worcester,2025,https://www.worcesterma.gov/election-results/20251104.pdf,
