municipality,year,url,kind,pool,prior_status,prior_chars,prior_pages
Essex,2017,https://essexma.org/ImageRepository/Document?documentID=224,atr,section,OK,7480,2
Essex,2018,https://essexma.org/ImageRepository/Document?documentID=217,atr,section,OK,5818,2
Essex,2019,https://essexma.org/ImageRepository/Document?documentID=213,atr,section,OK,13769,6
Essex,2020,https://www.essexma.org/DocumentCenter/View/844,atr,section,OK,2743,4
Everett,2019,https://cityofeverett.com/wp-content/uploads/2023/05/2019-Municipal-Election-Results.pdf,atr,section,OK,7326,4
Fairhaven,2011,https://web.archive.org/web/20170125180234id_/http://www.fairhaven-ma.gov/Pages/FOV1-0002BA40/Town%20Reports/2011%20Annual%20Report_FINAL_web.pdf,atr,section,OK,283874,164
Fairhaven,2012,https://fairhaven-ma.gov/wp-content/uploads/2025/03/2012-Annual-Report.pdf,atr,section,RETRY,0,0
Fairhaven,2013,https://web.archive.org/web/20161227045124id_/http://www.fairhaven-ma.gov/Pages/FOV1-0002BA40/Town%20Reports/2013%20Annual%20Report%20for%20web.pdf,atr,section,OK,286168,164
Fairhaven,2014,https://web.archive.org/web/20161123182941id_/http://www.fairhaven-ma.gov/pages/FairhavenMA_BOS/Town%20Reports/2014%20Town%20Report%20for%20web.pdf,atr,section,OK,360384,187
Fairhaven,2015,https://web.archive.org/web/20161227051420id_/http://www.fairhaven-ma.gov/Pages/FOV1-0002BA40/Town%20Reports/2015%20Fairhaven%20Annual%20Report%20FINAL.pdf,atr,section,OK,306326,170
Fairhaven,2016,https://web.archive.org/web/20250615115830id_/https://fairhaven-ma.gov/wp-content/uploads/2025/03/2016-Town-Report.pdf,atr,section,OK,295305,178
Fairhaven,2017,https://web.archive.org/web/20250615123659id_/https://fairhaven-ma.gov/wp-content/uploads/2025/03/2017-Annual-Report.pdf,atr,section,OK,296864,178
Fairhaven,2018,https://web.archive.org/web/20250615123804id_/https://fairhaven-ma.gov/wp-content/uploads/2025/03/2018-Annual-Report.pdf,atr,section,OK,387365,210
Fairhaven,2019,https://web.archive.org/web/20250615123905id_/https://fairhaven-ma.gov/wp-content/uploads/2025/03/2019-Annual-Report.pdf,atr,section,OK,451611,223
Fairhaven,2020,https://web.archive.org/web/20250523102836id_/https://fairhaven-ma.gov/wp-content/uploads/2024/09/2020-Fairhaven-Annual-Report.pdf,atr,section,OK,388473,214
Fall River,2009,https://cms2.revize.com/revize/brookfield/Document%20Center/Department/Police/Annual%20Reports/2009Report.pdf,atr,section,OK,23700,16
Fall River,2010,https://cms2.revize.com/revize/brookfield/Document%20Center/Department/Police/Annual%20Reports/2010Report.pdf,atr,section,OK,19349,20
Fall River,2011,https://cms2.revize.com/revize/brookfield/Document%20Center/Department/Police/Annual%20Reports/2011Report.pdf,atr,section,OK,19257,19
Fall River,2012,https://cms2.revize.com/revize/akronoh/Documents/Departments/Finance/Reports/Comprehensive%20Financial%20Annual%20Report/2012_coa_cafr.pdf,atr,section,OK,30430,222
Fall River,2013,"https://web.archive.org/web/20230109034913id_/https://cms2.revize.com/revize/algercounty/document_center/Departments/Clerk_RoD/Elections/2013/May%207,%202013%20Election%20Results.pdf.PDF",atr,section,OK,2502,4
Fall River,2015,https://cms2.revize.com/revize/berwickmaine/document_center/City%20Clerk/2014-2015%20Town%20Report.pdf,atr,section,OK,355561,224
Fall River,2016,https://cms2.revize.com/revize/akronoh/Documents/Departments/Finance/Reports/Comprehensive%20Financial%20Annual%20Report/2016_cafr.pdf,atr,section,OK,421307,244
Fall River,2017,https://cms2.revize.com/revize/akronoh/Documents/Departments/Finance/Reports/Comprehensive%20Financial%20Annual%20Report/2017_cafr.pdf,atr,section,OK,404796,239
Fall River,2018,https://cms2.revize.com/revize/akronoh/Documents/Departments/Finance/Reports/Comprehensive%20Financial%20Annual%20Report/2018_cafr.pdf,atr,section,OK,447187,256
Fall River,2019,https://cms2.revize.com/revize/akronoh/Documents/Departments/Finance/Reports/Comprehensive%20Financial%20Annual%20Report/2019_cafr.pdf,atr,section,OK,455062,245
Fall River,2020,https://cms2.revize.com/revize/berwickmaine/Z%20Catch/130549%20BERWICK%20Town%20Report%202019-2020.pdf,atr,section,OK,413788,295
Falmouth,2007,https://www.falmouthma.gov/DocumentCenter/View/1297/2007-Annual-Town-Election-Results-May-15-2007-PDF,atr,section,OK,15677,10
Falmouth,2008,https://www.falmouthma.gov/DocumentCenter/View/1338/2008-Annual-Town-Election-Results-May-20-2008-PDF,atr,section,OK,8240,7
Falmouth,2010,https://www.falmouthma.gov/DocumentCenter/View/1304/2010-Annual-Town-Election-Results-May-18-2010-PDF,atr,section,OK,10389,8
Falmouth,2011,https://www.falmouthma.gov/DocumentCenter/View/1301/2011-Annual-Town-Election-Results-May-17-2011-PDF,atr,section,OK,8943,8
Falmouth,2012,https://www.falmouthma.gov/DocumentCenter/View/1298/2012-Annual-Town-Election-Results-May-15-2012-PDF,atr,section,OK,8905,10
Falmouth,2013,https://www.falmouthma.gov/DocumentCenter/View/1341/2013-Annual-Town-Election-Official-Results-May-21-2013-PDF,atr,section,OK,22988,9
Falmouth,2014,https://www.falmouthma.gov/DocumentCenter/View/17498/FY14Annual-Report,atr,section,OK,11861,4
Falmouth,2015,https://www.falmouthma.gov/DocumentCenter/View/4179/2015-Annual-Town-Election-Results-May-19-2015,atr,section,OK,8314,8
Falmouth,2016,https://www.falmouthma.gov/DocumentCenter/View/3139,atr,section,OK,717016,321
Falmouth,2017,https://www.falmouthma.gov/DocumentCenter/View/4376,atr,section,OK,654691,241
Falmouth,2018,https://www.falmouthma.gov/DocumentCenter/View/5626,atr,section,OK,497322,234
Falmouth,2019,https://www.falmouthma.gov/DocumentCenter/View/6828,atr,section,OK,627795,284
Falmouth,2020,https://www.falmouthma.gov/DocumentCenter/View/9003,atr,section,OK,744762,273
Fitchburg,2011,"http://www.fitchburgma.gov/news/November%208,%202011%20Election%20Results.pdf",atr,section,RETRY,0,0
Fitchburg,2013,https://web.archive.org/web/20150912023755id_/http://www.fitchburgma.gov/government/city_clerk/elections-voting/ElectionResults/2013-November-5-FinalResults.pdf,atr,section,OK,2753,1
Fitchburg,2014,https://web.archive.org/web/20150912023834id_/http://www.fitchburgma.gov/government/city_clerk/elections-voting/ElectionResults/2014-09-09-primary-official-09122014145055.pdf,atr,section,OK,5824,2
Florida,2017,https://archives.lib.state.ma.us/server/api/core/bitstreams/d8549df7-5732-41f3-9570-e02b9fde0c6e/content,atr,section,OK,21983,18
Florida,2018,https://archives.lib.state.ma.us/server/api/core/bitstreams/96934bd7-90cd-48c1-9a83-266f5bcb833b/content,atr,section,OK,51855,43
Florida,2019,https://archives.lib.state.ma.us/server/api/core/bitstreams/47963be2-2c4e-4813-84eb-4d0883e50a48/content,atr,section,RETRY,0,0
Florida,2020,https://archives.lib.state.ma.us/server/api/core/bitstreams/0121d06e-1f17-4a75-b4ae-fb539774e517/content,atr,section,RETRY,0,0
Foxborough,2009,https://web.archive.org/web/20160222000633id_/http://www.foxboroughma.gov:80/pages/foxboroughma_police/departmentinfo/2009AnnualReport.pdf,atr,section,OK,18890,5
Foxborough,2012,https://web.archive.org/web/20170207165702id_/http://www.foxboroughma.gov/Pages/FoxboroughMA_Clerk/elections/S019C7E6C.0/11-6-2012%20unofficial%20elec%20results.pdf,atr,section,OK,3972,5
Foxborough,2014,http://www.foxboroughma.gov/Pages/FoxboroughMA_Clerk/elections/S01D58E43.0/5-5-2014%20ATE%20Election%20Results.pdf,atr,section,RETRY,0,0
Foxborough,2015,https://www.foxboroughma.gov/UserFiles/Servers/Server_15207780/File/Departments/Administration/Annual Reports/Town Report 2015.pdf,atr,section,RETRY,0,0
Foxborough,2016,https://www.foxboroughma.gov/UserFiles/Servers/Server_15207780/File/Departments/Administration/Annual Reports/Town Report 2016.pdf,atr,section,RETRY,0,0
Foxborough,2018,https://www.foxboroughma.gov/UserFiles/Servers/Server_15207780/File/Departments/Administration/Annual Reports/Town Report 2018.pdf,atr,section,RETRY,0,0
Foxborough,2020,https://www.foxboroughma.gov/UserFiles/Servers/Server_15207780/File/Departments/Administration/Annual Reports/Town Report 2020.pdf,atr,section,RETRY,0,0
Framingham,2015,https://framinghamma.gov/DocumentCenter/View/50042/Official-results-040715,atr,section,OK,10643,10
Framingham,2019,https://www.framinghamma.gov/DocumentCenter/View/35342,atr,section,RETRY,1157,1
Franklin,2015,https://franklinma.gov/ImageRepository/Document?documentID=166,atr,section,RETRY,1102,1
Franklin,2016,https://web.archive.org/web/20170626002936id_/http://www.franklinma.gov/sites/franklinma/files/uploads/franklin_2016_town_report_rev_2_web_copy_optimized.pdf,atr,section,OK,593345,322
Franklin,2017,https://www.franklinma.gov/DocumentCenter/View/1076/2017-Biennial-Town-Election-Results-PDF,atr,section,RETRY,1646,1
Franklin,2018,https://web.archive.org/web/20240808024700id_/https://www.franklinma.gov/sites/g/files/vyhlif10036/f/uploads/franklin_2018_town_report.pdf,atr,section,OK,607693,293
Franklin,2019,https://archives.lib.state.ma.us/server/api/core/bitstreams/97c832bf-876c-418a-a12c-3b5b9350e9c7/content,atr,section,OK,843147,331
Franklin,2020,https://archives.lib.state.ma.us/server/api/core/bitstreams/af9f4b70-5a0f-47b1-a41a-99940b55abdb/content,atr,section,OK,650183,262
Franklin,2021,https://archives.lib.state.ma.us/server/api/core/bitstreams/2706f7f6-f3c6-4437-afd7-67717d29b5cd/content,atr,section,OK,657438,312
Freetown,2008,https://web.archive.org/web/20101030120202id_/http://freetownma.gov/elections/2008town/results.pdf,atr,section,OK,2250,2
Freetown,2011,https://web.archive.org/web/20161216034111id_/http://www.freetownma.gov/sites/freetownma/files/fy2011_annual_report_of_the_town_accountant.pdf,atr,section,OK,57331,38
Freetown,2012,https://web.archive.org/web/20161216034058id_/http://www.freetownma.gov/sites/freetownma/files/fy2012_annual_report_of_the_town_accountant.pdf,atr,section,OK,61887,40
Freetown,2013,https://web.archive.org/web/20161216034017id_/http://www.freetownma.gov/sites/freetownma/files/fy2013_annual_report_of_the_town_accountant.pdf,atr,section,OK,62279,40
Freetown,2014,https://web.archive.org/web/20161227081858id_/http://www.freetownma.gov/sites/freetownma/files/fy2014_annual_town_report.pdf,atr,section,OK,64524,42
Freetown,2018,https://web.archive.org/web/20210326115817id_/https://www.freetownma.gov/sites/g/files/vyhlif4441/f/pages/freetown_2017-2018_annual_town_report_for_online.pdf,atr,section,OK,334625,185
Freetown,2020,https://web.archive.org/web/20230309064305id_/https://www.freetownma.gov/sites/g/files/vyhlif4441/f/pages/2020-2021_annual_town_report_-_final.pdf,atr,section,OK,266060,134
Gardner,2009,https://gardner-ma.gov/DocumentCenter/View/316,atr,section,OK,3109,3
Gardner,2011,http://gardner-ma.gov/DocumentCenter/View/2574/2011-Gardner-City-Election---Official-Results,atr,section,OK,3296,2
Gardner,2015,http://gardner-ma.gov/DocumentCenter/View/323/November-3-2015-City-Election-Official-Results-PDF,atr,section,OK,4778,2
Gardner,2017,http://gardner-ma.gov/DocumentCenter/View/2698/November-7-2017-City-Election-Official-Results?bidId=,atr,section,OK,5358,3
Gardner,2018,http://gardner-ma.gov/DocumentCenter/View/4164/November-6-2018-Election-Official-Results,atr,section,OK,7098,4
Gardner,2019,http://www.gardner-ma.gov/DocumentCenter/View/5862/November-5-2019-City-Election-Official-Results,atr,section,OK,5044,3
Gardner,2020,https://gardner-ma.gov/DocumentCenter/View/6322,atr,section,OK,96278,49
Georgetown,2002,https://archives.lib.state.ma.us/server/api/core/bitstreams/f154e5e8-b479-4d2f-becc-c23a91dfbb16/content,atr,section,RETRY,651,652
Georgetown,2006,https://web.archive.org/web/20070316114444id_/http://www.georgetownma.gov:80/Public_Documents/GeorgetownMA_BBoard/Election%20results%2011-7-2006.pdf?FCItemID=S00B67E16,atr,section,RETRY,1159,4
Georgetown,2007,https://web.archive.org/web/20161230220801id_/http://www.georgetownma.gov/Public_documents/georgetownma_RecComDocs/FY2007%20Town%20Report.pdf,atr,section,OK,7351,3
Georgetown,2008,https://archives.lib.state.ma.us/server/api/core/bitstreams/1fa0b72f-ebee-4478-807e-9019c2686400/content,atr,section,OK,322146,148
Georgetown,2009,https://archives.lib.state.ma.us/server/api/core/bitstreams/f3de6fcd-5878-4c87-a90f-e720e6c5846e/content,atr,section,OK,440749,166
Georgetown,2010,https://archives.lib.state.ma.us/server/api/core/bitstreams/0788a38a-5361-4290-94b8-7ed663657219/content,atr,section,OK,326009,146
Georgetown,2011,https://web.archive.org/web/20161228071104id_/http://georgetownma.gov/public_documents/georgetownma_bcomm/townreports/Town%20Report%20FY2011.pdf,atr,section,RETRY,112,113
Georgetown,2012,https://archives.lib.state.ma.us/server/api/core/bitstreams/c6951c80-02be-4e9f-a7b8-dc3a2d83dbc6/content,atr,section,OK,266642,114
Georgetown,2013,https://web.archive.org/web/20170125014131id_/http://georgetownma.gov/public_documents/georgetownma_bcomm/townreports/Town%20Report%20FY2013.pdf,atr,section,RETRY,131,132
Georgetown,2014,https://web.archive.org/web/20161228024244id_/http://www.georgetownma.gov/Public_Documents/GeorgetownMA_Clerk/Election%20Results/Election%20results%20May%2012%202014.pdf,atr,section,RETRY,1565,1
Georgetown,2015,https://archives.lib.state.ma.us/server/api/core/bitstreams/e9e23e9c-93b1-4a23-aa9f-2cea4004b153/content,atr,section,RETRY,0,0
Georgetown,2017,https://web.archive.org/web/20230615173928id_/https://www.georgetownma.gov/sites/g/files/vyhlif616/f/uploads/annual_town_report_fy_ending_6.30.2017.pdf,atr,section,RETRY,89,90
Georgetown,2018,https://web.archive.org/web/20200520004116id_/https://www.georgetownma.gov/sites/georgetownma/files/uploads/glannualreport2018.pdf,atr,section,OK,8872,8
Georgetown,2019,https://web.archive.org/web/20210327122957id_/https://www.georgetownma.gov/sites/g/files/vyhlif616/f/uploads/2019_annual_report_0.pdf,atr,section,OK,7699,7
Georgetown,2020,https://archives.lib.state.ma.us/server/api/core/bitstreams/b1f86c9a-c591-4981-86d7-b3f03f4f430e/content,atr,section,OK,239309,112
Gill,2005,https://gillmass.org/files/2005_Annual_Town_Report.pdf,atr,section,OK,229226,128
Gill,2006,https://gillmass.org/files/2006_Annual_Town_Report.pdf,atr,section,OK,220828,124
Gill,2007,https://gillmass.org/files/2007_Annual_Town_Report.pdf,atr,section,OK,158744,115
Gill,2008,https://web.archive.org/web/20101006001049id_/http://gillmass.org/pdfs/Annual%20Reports/AnnualReport2008.pdf,atr,section,OK,180295,125
Gill,2009,https://gillmass.org/files/2009_Annual_Town_Report.pdf,atr,section,OK,97317,84
Gloucester,2003,https://web.archive.org/web/20050426083525id_/http://www.gloucester-ma.gov:80/localpages/mayor/annual-report-2003.pdf?&MMN_position=308:308,atr,section,OK,145679,58
Gloucester,2005,http://gloucester-ma.gov/DocumentCenter/View/7279/Election-Municipal-results-2005?bidId=,atr,section,OK,22455,12
Gloucester,2007,http://gloucester-ma.gov/DocumentCenter/View/7280/election-results-Nov-6-2007?bidId=,atr,section,OK,23768,11
Gloucester,2009,http://www.gloucester-ma.gov/DocumentCenter/View/4413/election-results-Nov-3-2009?bidId=,atr,section,OK,23065,12
Gloucester,2011,http://www.gloucester-ma.gov/DocumentCenter/View/4655/Official-Election-Results-Nov-8-2011?bidId=,atr,section,OK,18727,12
Gloucester,2013,http://www.gloucester-ma.gov/DocumentCenter/View/4080/Official-Results-11-5-2013-municipal-election?bidId=,atr,section,OK,18574,12
Gloucester,2015,http://gloucester-ma.gov/DocumentCenter/View/4076/official-results-Nov-3-2015-Munucipal-Election,atr,section,OK,18588,12
Gloucester,2016,http://www.gloucester-ma.gov/DocumentCenter/View/4063/Official-Results-ward-precinct-Sept-8-2016?bidId=,atr,section,OK,54521,30
Gloucester,2017,http://gloucester-ma.gov/DocumentCenter/View/4653/Official-Results-Nov-7--2017-Municipal-Election,atr,section,OK,15659,11
Gloucester,2019,https://gloucester-ma.gov/DocumentCenter/View/7188,atr,section,OK,15002,11
Goshen,2017,https://storage.googleapis.com/proudcity/goshenma/uploads/2018/06/Goshen-2017-Annual-Report.pdf,atr,section,OK,130597,104
Goshen,2018,https://storage.googleapis.com/proudcity/goshenma/uploads/2018/06/Goshen-2017-Annual-Report.pdf,atr,section,OK,130597,104
Goshen,2019,https://storage.googleapis.com/proudcity/goshenma/uploads/2019/05/FY18-Annual-Town-Report-1.pdf,atr,section,OK,198516,56
Goshen,2020,https://storage.googleapis.com/proudcity/goshenma/uploads/2021/06/Annual-Town-Report-2020.pdf,atr,section,OK,161848,72
Grafton,2009,https://web.archive.org/web/20120526135152id_/http://www.grafton-ma.gov:80/Public_Documents/GraftonMA_Admin/Annual%20Town%20Report/Annual_Town_Report_2009.pdf,atr,section,OK,496540,144
Grafton,2010,https://web.archive.org/web/20211229042636id_/https://www.grafton-ma.gov/sites/g/files/vyhlif4461/f/pages/local_election_results_5-3-2010.pdf,atr,section,OK,2825,3
Grafton,2011,https://web.archive.org/web/20120813081835id_/http://www.grafton-ma.gov:80/Public_Documents/GraftonMA_Admin/Annual%20Town%20Report/TownReport2011.pdf,atr,section,OK,386787,114
Grafton,2012,https://web.archive.org/web/20151022190919id_/http://www.grafton-ma.gov:80/sites/graftonma/files/uploads/together_we_can_annual_report_2012.pdf,atr,section,OK,2934,1
Grafton,2013,https://web.archive.org/web/20220319195917id_/https://www.grafton-ma.gov/sites/g/files/vyhlif4461/f/uploads/2013_annual_town_report_tr_web_copy_final.pdf,atr,section,OK,389806,124
Grafton,2014,https://web.archive.org/web/20151022185021id_/http://www.grafton-ma.gov:80/sites/graftonma/files/uploads/bos_town_report_2014.pdf,atr,section,OK,446213,122
Grafton,2015,https://www.grafton-ma.gov/sites/g/files/vyhlif4461/f/uploads/2015_annual_town_report_final.pdf,atr,section,RETRY,0,0
Grafton,2016,https://web.archive.org/web/20211229042630id_/https://www.grafton-ma.gov/sites/g/files/vyhlif4461/f/pages/local_election_results_5-17-2016.pdf,atr,section,OK,8175,4
Grafton,2017,https://www.grafton-ma.gov/sites/g/files/vyhlif4461/f/pages/local_election_results_5-16-2017.pdf,atr,section,RETRY,0,0
Grafton,2018,https://web.archive.org/web/20220319193815id_/https://www.grafton-ma.gov/sites/g/files/vyhlif4461/f/uploads/grafton_annual_town_report_2018_tr-web_copy.pdf,atr,section,OK,429217,237
Grafton,2019,https://web.archive.org/web/20211229042650id_/https://www.grafton-ma.gov/sites/g/files/vyhlif4461/f/pages/offical_special_local_election_results_10-29-2019_0.pdf,atr,section,RETRY,464,1
Grafton,2020,https://web.archive.org/web/20211229042631id_/https://www.grafton-ma.gov/sites/g/files/vyhlif4461/f/pages/amended_local_election_results_6-23-2020.pdf,atr,section,OK,5155,4
Granby,2006,https://web.archive.org/web/20161228082319id_/http://www.granby-ma.gov/Pages/GranbyMA_Selectmen/2006-Annual%20Report.pdf,atr,section,RETRY,81,82
Granby,2007,https://web.archive.org/web/20161226231155id_/http://www.granby-ma.gov/Pages/GranbyMA_Selectmen/2007-Annual%20Report.pdf,atr,section,RETRY,72,73
Granby,2008,https://archives.lib.state.ma.us/server/api/core/bitstreams/070b61b4-c70a-41d7-9649-2167591f233a/content,atr,section,OK,340839,85
Granby,2011,https://web.archive.org/web/20170124112622id_/http://granby-ma.gov/Pages/GranbyMA_TownMeeting/Annual%20Town%20Reports/2011-ATR-Final.pdf,atr,section,OK,324556,85
Granby,2012,https://web.archive.org/web/20170124112613id_/http://granby-ma.gov/Pages/GranbyMA_TownMeeting/Annual%20Town%20Reports/ATR-TOG-2012.pdf,atr,section,OK,349498,88
Granby,2013,https://web.archive.org/web/20161227004434id_/http://granby-ma.gov/Pages/GranbyMA_TownMeeting/Annual%20Town%20Reports/2013-Final.pdf,atr,section,OK,356730,88
Granby,2014,https://archives.lib.state.ma.us/server/api/core/bitstreams/9fe92fdc-74e6-456d-96b0-c94cc6f36500/content,atr,section,OK,375209,92
Granby,2015,https://web.archive.org/web/20161227012120id_/http://www.granby-ma.gov/Pages/GranbyMA_TownMeeting/Annual%20Town%20Reports/2015-ATR-Final.pdf,atr,section,OK,299968,75
Granby,2018,https://web.archive.org/web/20230309065405id_/https://www.granby-ma.gov/sites/g/files/vyhlif4466/f/uploads/2018_annual_town_report.pdf,atr,section,RETRY,85,86
Granby,2020,https://web.archive.org/web/20230309065409id_/https://www.granby-ma.gov/sites/g/files/vyhlif4466/f/uploads/2020_annual_report.pdf,atr,section,OK,303427,78
Granville,2008,https://archives.lib.state.ma.us/server/api/core/bitstreams/357b66b0-045c-4173-b521-4c0d30954568/content,atr,section,OK,197501,113
Granville,2009,https://archives.lib.state.ma.us/server/api/core/bitstreams/a9ecaf6a-de4d-43f8-ba21-e4a3d09d8b90/content,atr,section,OK,156343,91
Granville,2010,https://www.granville-ma.gov/DocumentCenter/View/362/Annual-Town-Report-2010,atr,section,RETRY,106,107
Granville,2011,https://www.granville-ma.gov/DocumentCenter/View/361/Annual-Town-Report-2011,atr,section,RETRY,141,142
Granville,2012,https://www.granville-ma.gov/DocumentCenter/View/359/Annual-Town-Report-2012,atr,section,OK,7828,130
Granville,2013,https://www.granville-ma.gov/DocumentCenter/View/360/Annual-Town-Report-2013,atr,section,RETRY,286,120
Granville,2014,https://archives.lib.state.ma.us/server/api/core/bitstreams/2f6457b4-2d12-42b9-8dff-1252a2b8b578/content,atr,section,OK,137058,65
Granville,2015,https://townofgranville.net/DocumentCenter/View/1031/2015-Municipal-Election-Results,atr,section,RETRY,1011,1
Granville,2016,https://townofgranville.net/DocumentCenter/View/1039/2016-Municipal-Election-Results,atr,section,RETRY,709,1
Granville,2017,https://townofgranville.net/DocumentCenter/View/1021/2017-Municipal-Election-Results,atr,section,RETRY,1037,1
Granville,2018,https://townofgranville.net/DocumentCenter/View/1032/2018-Municipal-Election-Results,atr,section,OK,15208,25
Granville,2019,https://townofgranville.net/DocumentCenter/View/1034/2019-Municipal-Election-Results,atr,section,RETRY,1110,1
Granville,2020,https://townofgranville.net/DocumentCenter/View/1024/2020-Municipal-Election-Results,atr,section,RETRY,971,1
Great Barrington,2013,https://archives.lib.state.ma.us/server/api/core/bitstreams/5d99298c-899f-4700-bcb4-dfcbc27fc0d3/content,atr,section,OK,166207,88
Great Barrington,2014,https://web.archive.org/web/20140926001912id_/http://www.townofgb.org:80/pages/GBarringtonMA_Clerk/Election%20Results%20ATE%202014.pdf,atr,section,RETRY,705,1
Great Barrington,2015,https://www.townofgb.org/sites/g/files/vyhlif636/f/uploads/2015_town_report_final.pdf,atr,section,RETRY,0,0
Great Barrington,2016,https://web.archive.org/web/20220308071614id_/https://www.townofgb.org/sites/g/files/vyhlif636/f/uploads/2016_town_of_great_barrington_annual_report.pdf,atr,section,OK,177345,80
Great Barrington,2018,https://web.archive.org/web/20220304051100id_/https://www.townofgb.org/sites/g/files/vyhlif636/f/uploads/fy17_annual_report_2018.04.18_final.pdf,atr,section,OK,163157,76
Great Barrington,2020,https://web.archive.org/web/20220308071538id_/https://www.townofgb.org/sites/g/files/vyhlif636/f/uploads/2020_annual_report_working_draft_with_page_numbers.pdf,atr,section,OK,200298,80
Greenfield,2012,http://greenfield-ma.gov/files/Annual_Report_FY2012_Greenfield_Council_on_Aging.pdf,atr,section,RETRY,0,0
Greenfield,2013,http://greenfield-ma.gov/files/Annual_Report_FY2013_Greenfield_Council_on_Aging.pdf,atr,section,RETRY,0,0
Greenfield,2014,https://web.archive.org/web/20161124024600id_/http://greenfield-ma.gov/files/Annual_Report_FY2014_Greenfield_Council_on_Aging.pdf,atr,section,OK,10239,6
Greenfield,2015,https://web.archive.org/web/20200612173631id_/https://greenfield-ma.gov/files/2015_Local_Election_2015-NOV-3_Final_Results.pdf,atr,section,OK,29449,20
Greenfield,2017,https://web.archive.org/web/20200612213343id_/https://greenfield-ma.gov/files/2017_Local_Election_2017-NOV-7_Unofficial_Results.pdf,atr,section,OK,7362,14
Greenfield,2018,https://greenfield-ma.gov/departments/police/Document_Center/Department/Police/Reports/Bias-Based-Policing-Annual-Report-2018.pdf?t=202302171113480,atr,section,RETRY,0,0
Greenfield,2019,https://web.archive.org/web/20201017042358id_/https://greenfield-ma.gov/files/Planning_and_Construction_-_Annual_Report_2018-2019.pdf,atr,section,OK,25660,11
Greenfield,2020,https://greenfield-ma.gov/departments/police/Document_Center/Department/Police/Reports/Bias-Based-Policing-Annual-Report-2020.pdf?t=202302171111390,atr,section,RETRY,0,0
Groton,2002,https://portal.grotonma.gov/storage/Election_Information/2002%20Election%20Results/2002_Municipal_Election_Results.pdf,atr,section,OK,4774,6
Groton,2003,https://portal.grotonma.gov/storage/Election_Information/2003%20Election%20Results/2003_Municipal_Election_Results.pdf,atr,section,OK,4912,7
Groton,2004,https://portal.grotonma.gov/storage/Election_Information/2004%20Election%20Results/2004_Municipal_Election_Results.pdf,atr,section,OK,5270,9
Groton,2005,https://portal.grotonma.gov/storage/Election_Information/2005%20Election%20Results/2005_Annual_Town_Election_Results.pdf,atr,section,OK,3627,8
Groton,2006,https://web.archive.org/web/20190702013432id_/https://portal.grotonma.gov/storage/Election_Information/Election%20Results/2006_Municipal_Election_Results.pdf,atr,section,OK,3469,12
Groton,2007,https://portal.grotonma.gov/storage/Election_Information/2007%20Election%20Results/2007_Municipal_Election_Results.pdf,atr,section,OK,3394,11
Groton,2008,https://portal.grotonma.gov/storage/Election_Information/2008%20Election%20Results/2008-09-16_Official_Results.pdf,atr,section,OK,4597,4
Groton,2009,https://portal.grotonma.gov/storage/Election_Information/2009%20Election%20Results/2009_Annual_Town_Election_Results.pdf,atr,section,OK,3137,3
Groton,2010,https://portal.grotonma.gov/storage/Town_Reports/2010_Annual_Report.pdf,atr,section,OK,364329,147
Groton,2011,https://portal.grotonma.gov/storage/Town_Reports/2011_Annual_Report.pdf,atr,section,OK,433293,146
Groton,2012,https://portal.grotonma.gov/storage/Town_Reports/2012_Annual_Report.pdf,atr,section,OK,446292,220
Groton,2013,https://portal.grotonma.gov/storage/Town_Reports/2013_Annual_Report.pdf,atr,section,OK,447121,210
Groton,2014,https://portal.grotonma.gov/storage/Town_Reports/2014_Annual_Report.pdf,atr,section,OK,585969,269
Groton,2015,https://portal.grotonma.gov/storage/Town_Reports/2015_Annual_Report.pdf,atr,section,OK,495998,230
Groton,2016,https://portal.grotonma.gov/storage/Town_Reports/2016_Annual_Report.pdf,atr,section,OK,500164,236
Groton,2017,https://portal.grotonma.gov/storage/Town_Reports/2017_Annual_Report.pdf,atr,section,OK,519614,235
Groton,2018,https://portal.grotonma.gov/storage/Town_Reports/2018_Annual_Report.pdf,atr,section,OK,587405,283
Groton,2019,https://portal.grotonma.gov/storage/Town_Reports/2019_Annual_Report.pdf,atr,section,OK,483569,221
Groton,2020,https://portal.grotonma.gov/storage/Town_Reports/2020_Annual_Report.pdf,atr,section,OK,452678,219
Groveland,2004,https://web.archive.org/web/20071017144130id_/http://www.grovelandma.com/Pages/GrovelandMA_Water/2004TownReport.pdf,atr,section,OK,5041,3
Groveland,2006,https://web.archive.org/web/20071017144101id_/http://www.grovelandma.com/Pages/GrovelandMA_Water/2006_Town_Report1.pdf,atr,section,OK,5516,3
Groveland,2008,https://archives.lib.state.ma.us/server/api/core/bitstreams/e8ae70ea-56bd-4575-b326-b2731e1c896a/content,atr,section,OK,18565,18
Groveland,2009,https://web.archive.org/web/20220319210453id_/https://www.grovelandma.com/sites/g/files/vyhlif3191/f/uploads/2009_annual_town_report.pdf,atr,section,RETRY,106,107
Groveland,2010,https://archives.lib.state.ma.us/server/api/core/bitstreams/900f14ff-b91b-4de9-b9e5-2fec5bc2800d/content,atr,section,OK,91894,62
Groveland,2011,https://archives.lib.state.ma.us/server/api/core/bitstreams/a4b8a9c2-83a0-4707-b2a7-7441700b3af2/content,atr,section,OK,222699,146
