municipality,year,url,alt_url
Sherborn,2024,https://www.sherbornma.org/DocumentCenter/View/2483/OFFICIAL-RESULTS-May-14-2024-ATE-Website,https://patch.com/massachusetts/medfield/medfield-annual-town-election-results-3-25-24
Sherborn,2022,https://www.sherbornma.org/DocumentCenter/View/4118/20260407-Advisory-Report---Final,https://www.metrowestdailynews.com/story/news/2022/03/30/natick-ma-2022-election-results-select-board-school-committee-and-more/7191665001/
Shelburne,2026,https://www.facebook.com/TownofShirleyMA/posts/town-of-shirley-annual-town-election-results-from-may-5-2026/1292095009771734/,
Shelburne,2022,https://www.shelburne.ca/town-hall/council/2022-election-results/,https://townofshelburnema.gov/files/2022-10_Shelburne_MA_Newsletter.pdf
Shelburne,2021,https://www.shelburne.ca/town-hall/council/2022-election-results/,https://www.facebook.com/morristownvermont/posts/unofficial-election-results-from-todays-special-town-meeting/270131495149121/
Sheffield,2023,https://andrea-scott-d5fn.squarespace.com/s/SheffTimesND24_ToPrint_EDDM_ForWebsite.pdf,
Sheffield,2022,https://www.townofalford.org/home/town-clerk/pages/town-alford-state-election-results-1182022,
Sheffield,2021,https://www.brooklinema.gov/DocumentCenter/View/4905/2004-05-04-AnnualTownElection-PDF,https://www.townoflenox.com/DocumentCenter/View/371/Annual-Town-Report-2021
Savoy,2022,https://www.arlingtonma.gov/home/showdocument?id=64842&t=638168938207815504,https://cms5.revize.com/revize/lanesboroughma/2nd%20Revised%202022%20Lanesborough%20Town%20Report%20interior%20lo-rez%20proof.pdf
Savoy,2021,https://www.arlingtonma.gov/home/showdocument?id=64842&t=638168938207815504,https://storage.googleapis.com/juniper-media-library/56/2024/01/2021%20Annual%20Town%20Report.pdf
Sandisfield,2026,https://www.sandisfieldma.gov/home/news/election-results-0,https://www.facebook.com/TownofShirleyMA/posts/town-of-shirley-annual-town-election-results-from-may-5-2026/1292095009771734/
Sandisfield,2022,https://www.sandisfieldma.gov/home/news/sandisfield-annual-town-election-results-may-16-2022,https://www.facebook.com/TownofShirleyMA/posts/town-of-shirley-annual-town-election-results-from-may-5-2026/1292095009771734/
Rutland,2022,https://www.rutlandma.gov/789/Election-Results,https://www.facebook.com/townofdighton/posts/unofficial-annual-town-election-results/286311173691085/
Rowley,2021,https://www.townofrowley.net/election/pages/election-results,https://www.salisburyma.gov/town-clerk/files/2021-town-election-results-5-11-2021
Rockport,2022,https://www.facebook.com/TheRockportPilot/posts/city-of-rockportunofficial-election-resultsearly-election-day-totalcouncil-ward-/3987453847981632/,https://www.rockportma.gov/DocumentCenter/View/4996/Voters-Booklet-04-05-2025
Rockport,2021,https://www.facebook.com/TheRockportPilot/posts/city-of-rockportunofficial-election-resultsearly-election-day-totalcouncil-ward-/3987453847981632/,https://rockportmaine.gov/vertical/sites/%7B6F0724F7-400D-4D0B-B299-FF5E21F5B92A%7D/uploads/01-11-2021_Select_Board_Packet(1).pdf
Rockland,2024,https://rockland-ma.gov/554/Election-Results,https://www.facebook.com/townofdighton/posts/unofficial-annual-town-election-results/286311173691085/
Rochester,2026,https://nemasket.theweektoday.com/article/unofficial-lakeville-town-election-results-released-breaking/156892,
Richmond,2026,https://www.brooklinema.gov/DocumentCenter/View/62408/Official-Results-Annual-Town-Election-May-5-2026-PDF,
Richmond,2024,https://cms6.revize.com/revize/richmondma/2023%20report.pdf,https://www.facebook.com/communityadvocatenewspaper/posts/southborough-election-results/1389649223189362/
Richmond,2023,https://www.brooklinema.gov/DocumentCenter/View/41390/Official-Annual-Town-Election-Results-May-2-2023-PDF,https://cms6.revize.com/revize/richmondma/2023%20report.pdf
Richmond,2022,https://cms6.revize.com/revize/richmondma/2023%20report.pdf,https://patch.com/massachusetts/brookline/look-brookline-s-unofficial-2022-annual-election-results
Richmond,2021,https://cms6.revize.com/revize/richmondma/2021%20Annual%20Town%20Report.pdf,https://www.townoflenox.com/DocumentCenter/View/371/Annual-Town-Report-2021
Provincetown,2026,https://www.facebook.com/ProvincetownTownHall/posts/view-the-official-election-results-for-the-may-12-2026-provincetown-annual-town-/1281456117495401/,https://www.capecod.gov/county-government/commissioners/regional-county-clerk/election-results/
Princeton,2023,https://storage.googleapis.com/proudcity/princetonma/2025/08/06202023_atm_draft_4_final_5.pdf,https://www.scribd.com/document/563370552/Lexington-election-results
Plainfield,2026,https://www.plainfield-ma.us/town-clerk/page/2025-plainfield-town-election-results,https://www.norcopa.gov/election-result
Plainfield,2024,https://plainfieldma.civicpluswebopen.com/town-clerk/page/election-results-plainfield-nov-5-2024-election,https://www.norcopa.gov/election-result
Plainfield,2022,https://www.norcopa.gov/election-result,
Phillipston,2026,https://www.templetonma.gov/DocumentCenter/View/2929/2026-5-18-Annual-Town-Election,
Phillipston,2023,https://www.templetonma.gov/DocumentCenter/View/926,https://www.westminster-ma.gov/DocumentCenter/View/1001/Annual-Town-Report-2010-PDF
Phillipston,2022,https://www.arlingtonma.gov/home/showdocument?id=64842&t=638168938207815504,
Phillipston,2021,https://go.boarddocs.com/ma/nrsd/Board.nsf/files/BZCJL44DA4C5/$file/RA%20-%20Amended%2021-03-23c.pdf,https://www.arlingtonma.gov/home/showdocument?id=64842&t=638168938207815504
Petersham,2021,https://www.arlingtonma.gov/home/showdocument?id=64842&t=638168938207815504,
Peru,2022,https://www.capenews.net/sandwich/news/sandwich-election-results-new-faces-join-town-leadership/article_794bc3ad-f3be-4b7e-8dac-985cde72b32e.html,https://www.arlingtonma.gov/home/showdocument?id=64842&t=638168938207815504
Paxton,2026,https://www.paxtonma.gov/DocumentCenter/View/4567/UNOFFICIAL-Results-ATE-5112026,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026
Paxton,2024,https://www.paxtonma.gov/DocumentCenter/View/318,https://www.facebook.com/townofdighton/posts/unofficial-annual-town-election-results/286311173691085/
Paxton,2022,https://www.facebook.com/townofdighton/posts/unofficial-annual-town-election-results/286311173691085/,https://www.westonma.gov/DocumentCenter/View/40091/Final-TGSC-Report-with-Apps-PDF
Paxton,2021,https://cms3.revize.com/revize/boylstonma/Documents/Government/Board%20of%20Selectman/Annual%20Town%20Reports/final_2022_annual_town_report.pdf,https://www.westonma.gov/DocumentCenter/View/40091/Final-TGSC-Report-with-Apps-PDF
Otis,2026,https://www.miltonma.gov/DocumentCenter/View/10177/2026-Annual-Town-Election-Unofficial-Results-4282026,https://www.capecod.gov/county-government/commissioners/regional-county-clerk/election-results/
Otis,2024,https://www.townofalford.org/home/town-clerk-office/files/alford-annual-town-election-results-52025,https://www.capecod.gov/county-government/commissioners/regional-county-clerk/election-results/
Oakham,2023,https://www.facebook.com/tyngsboroughma/posts/town-clerk-jessica-brunelle-has-published-the-official-election-results-from-yes/1352934293533123/,
Oak Bluffs,2021,https://oakbluffsma.gov/DocumentCenter/View/4549/Oak-Bluffs-Continuing-Disclosure-2019,
Norwell,2026,https://959watd.com/blog/2024/05/unofficial-norwell-town-election-results-2/,https://townofnorwell.net/departments/town_clerk/election_information/election_results/index.php
Norwell,2024,https://959watd.com/blog/2024/05/unofficial-norwell-town-election-results-2/,https://public.tableau.com/app/profile/jackie.adams2136/viz/NorwellMay17thElection/ElectionResults
Norwell,2022,https://cms2.revize.com/revize/norwell/Documents/Government/Town%20Meeting/Warrants/2020_stm_atm_warrant_06-15-20.pdf,https://959watd.com/blog/2025/05/south-shore-election-results/
Norton,2021,https://www.facebook.com/ShrewsburyMassachusetts/posts/unofficial-annual-town-election-results-may-4-2021/2069577789850457/,https://www.hanson-ma.gov/home/files/annual-town-election-may-15-2021
Northfield,2022,https://www.northfieldma.gov/DocumentCenter/View/409/2022-Annual-Town-Election-Warrant-PDF,
Newbury,2021,https://www.wnewbury.org/1214/Election-Results,https://www.salisburyma.gov/town-clerk/files/2021-town-election-results-5-11-2021
New Salem,2023,https://shutesbury.org/sites/default/files/offices_committees/newsletter/2026_Spring.pdf,
New Salem,2021,https://shutesbury.org/sites/default/files/offices_committees/newsletter/2026_Spring.pdf,
New Marlborough,2021,https://www.newmarlboroughma.gov/DocumentCenter/View/486/Results-of-State-Election-5-10-21,https://www.newmarlboroughma.gov/DocumentCenter/View/462/Results-of-Town-Caucus-3-30-21
New Braintree,2024,https://www.hubbardstonma.gov/DocumentCenter/View/348,
