municipality,year,url,alt_url
New Ashford,2025,https://cms5.revize.com/revize/lanesboroughma/2nd%20Revised%202022%20Lanesborough%20Town%20Report%20interior%20lo-rez%20proof.pdf,https://storage.googleapis.com/juniper-media-library/56/2024/01/2020%20Annual%20Town%20Report.pdf
New Ashford,2024,https://storage.googleapis.com/juniper-media-library/56/2024/01/2016%20Annual%20Town%20Report.pdf,https://cms5.revize.com/revize/lanesboroughma/2nd%20Revised%202022%20Lanesborough%20Town%20Report%20interior%20lo-rez%20proof.pdf
New Ashford,2022,https://www.arlingtonma.gov/home/showdocument?id=64842&t=638168938207815504,https://cms5.revize.com/revize/lanesboroughma/2nd%20Revised%202022%20Lanesborough%20Town%20Report%20interior%20lo-rez%20proof.pdf
New Ashford,2021,https://www.arlingtonma.gov/home/showdocument?id=64842&t=638168938207815504,https://storage.googleapis.com/juniper-media-library/56/2024/01/2020%20Annual%20Town%20Report.pdf
Mount Washington,2026,https://mountwashington-ma.gov/2026-annual-town-election-results/,https://mountwashington-ma.gov/departments/town-clerk/election-results/
Mount Washington,2022,https://mountwashington-ma.gov/departments/town-clerk/election-results/,https://mountwashington-ma.gov/annual-town-election-results/
Montgomery,2026,https://montgomeryma.gov/2025/05/annual-town-election-results-may-5-2025/,https://www.facebook.com/ExeterTV/videos/2026-town-election-results/2397236710739019/
Montgomery,2022,https://www.scribd.com/document/563370552/Lexington-election-results,https://www.facebook.com/grotonma/posts/official-election-results-from-the-may-20th-2025-town-election-are-out/1037033138522347/
Monroe,2026,https://www.middlesexcountynj.gov/government/departments/department-of-community-services/office-of-county-clerk/election-services/election-results,
Monroe,2024,https://www.middlesexcountynj.gov/government/departments/department-of-community-services/office-of-county-clerk/election-services/election-results,https://www.norcopa.gov/election-result
Monroe,2023,https://www.middlesexcountynj.gov/government/departments/department-of-community-services/office-of-county-clerk/election-services/election-results,https://fairhaven-ma.gov/wp-content/uploads/2025/04/4-3-23_annual_town_election_official_results_tally_sheet.pdf
Monroe,2022,https://www.middlesexcountynj.gov/government/departments/department-of-community-services/office-of-county-clerk/election-services/election-results,https://www.scribd.com/document/483067492/Wakefield-election-results
Monroe,2021,https://www.middlesexcountynj.gov/government/departments/department-of-community-services/office-of-county-clerk/election-services/election-results,https://www.norcopa.gov/election-result
