municipality,year,election_type,expected,provenance,native_url,hosted_url,source,confidence,verification,priority,pdf_filename,has_pdf,has_json,status,markdown_url,conversion_method,known_bad_url,coverage_state,source_kind
Bolton,2026,regular,yes,cohort-2026,https://www.bolton-ma.gov/DocumentCenter/View/5414,,,,,,,no,yes,hosted,,,,published,official
Boston,2021,regular,yes,LEO,https://www.boston.gov/departments/elections/state-and-city-boston-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boston2021_d0.pdf,manual,,manual_ingest,,Boston2021_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Boston,2022,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Boston2022_d0.pdf,,no,no_election,,,,no_election,other
Boston,2023,regular,yes,LEO,https://www.boston.gov/departments/elections/state-and-city-boston-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boston2023_d0.pdf,manual,manual,manual_ingest,95,Boston2023_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Boston,2024,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Boston2024_d0.pdf,,no,no_election,,,,no_election,other
Boston,2025,regular,yes,LEO,https://www.boston.gov/sites/default/files/file/2025/11/2025-11-04-Mayor.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boston2025_d0.pdf,collect-exa,,"CITATION REPLACED 2026-09-01: the previous citation was the elections LANDING PAGE and the file held under the stem is a 53-page turnout report naming no candidates. Boston publishes one PDF per contest under /sites/default/files/file/2025/11/ -- Mayor, City-Councillor-at-Large and City-Councillor-District-1..7. Districts 8 and 9 do not follow that naming and are outstanding.",,Boston2025_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Boston,2026,regular,no,,,,,,"no_election: even-year row seeded from the 2024 cohort, 2026-08-19",,,,,,,,,no_election,other
Bourne,2021,regular,yes,ATR,https://www.bourne-ma.gov/DocumentCenter/View/3317/2021-Town-Report,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Bourne2021_d0.pdf,dive_atr,,atr_cropped,,Bourne2021_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Bourne,2022,regular,yes,NEWS,https://www.bourne-ma.gov/DocumentCenter/View/3317/2022-Town-Report,,manual,manual,"not_a_return (read 2026-08-23): the held document is a nomination notice: 'TOWN ELECTION-MAY 17, 2022 Positions and Important Dates NOMINATION PAPERS ARE NOW AVAILABLE IN THE OFFICE OF THE TOWN CLERK' -- a list of offices and paper-pulling deadlines, no candidates and no votes",95,,no,no,missing,,playwright+docling-2.66.0,https://www.capenews.net/bourne/news/low-turnout-for-bourne-annual-town-election/article_c88cf8b0-8acd-40fc-b8da-839f134b657e.html https://jamesnicholsworley.github.io/civicatlasma/pdfs/Bourne2022.pdf,published,official
Bourne,2023,regular,yes,LEO,https://www.bourne-ma.gov/DocumentCenter/View/3318/2023-Town-Report,,manual,manual,runner_fetch,95,,no,no,pdf_hosted,,,,published,official
Bourne,2024,regular,yes,NEWS,https://www.capenews.net/bourne/news/bourne-voters-make-history-in-electing-ms-mastrangelo-ms-azarovitz-to-select-board/article_c84a9413-7220-512f-9e14-bdcbfe73bb36.html,,manual,manual,,95,Bourne2024_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Bourne2024.md,playwright+docling-2.66.0,,published,news
Bourne,2025,regular,yes,ATR,https://www.bourne-ma.gov/DocumentCenter/View/11920,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Bourne2025_d0.pdf,dive_atr,manual,atr_cropped,95,Bourne2025_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Bourne,2026,regular,yes,cohort-2026,https://townofbourne.com/CivicAlerts.aspx?AID=63,,,,,,,no,yes,hosted,,,,published,official
Boxborough,2021,regular,yes,LEO,https://www.boxborough-ma.gov/DocumentCenter/View/1529/05-18-2021-Annual-Town-Election-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxborough2021_d0.pdf,verified_yes,scraped,YES,90,Boxborough2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Boxborough2021.md,pypdf,,published,official
Boxborough,2022,regular,yes,LEO,https://www.boxborough-ma.gov/DocumentCenter/View/2305/05-17-2022-Annual-Town-Election-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxborough2022_d0.pdf,verified_yes,scraped,YES,90,Boxborough2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Boxborough2022.md,pypdf,,published,official
Boxborough,2023,regular,yes,LEO,https://www.boxborough-ma.gov/DocumentCenter/View/3282/Election-results-May-16-2023,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxborough2023_d0.pdf,manual_sources,manual,,95,Boxborough2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Boxborough2023.md,pypdf,,published,official
Boxborough,2024,regular,yes,LEO,https://www.boxborough-ma.gov/DocumentCenter/View/4806/05-21-2024-Town-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxborough2024_d0.pdf,verified_yes,scraped,YES,90,Boxborough2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Boxborough2024.md,pypdf,,published,official
Boxborough,2025,regular,yes,LEO,https://www.boxborough-ma.gov/DocumentCenter/View/6367/05-20-2025-Annual-Town-Election-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxborough2025_d0.pdf,collect-crawl,medium,auto_resourced,70,Boxborough2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Boxborough2025.md,pypdf,,published,official
Boxborough,2026,regular,yes,custom-search-2026,https://www.boxborough-ma.gov/DocumentCenter/View/6556,,,,,,,no,no,pdf_hosted,,,,published,official
Boxford,2021,regular,yes,LEO,https://www.boxfordma.gov/DocumentCenter/View/799/Annual-Report-2021-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxford2021_d0.pdf,manual,,manual_ingest,,Boxford2021_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Boxford,2022,regular,yes,LEO,https://www.boxfordma.gov/DocumentCenter/View/788/Results---Annual-Town-Election-May-17-2022-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxford2022_d0.pdf,manual,low,manual_ingest,70,Boxford2022_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Boxford,2023,regular,yes,LEO,https://www.boxfordma.gov/DocumentCenter/View/1621/Annual-Town-Election-Results-May-16-2023,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxford2023_d0.pdf,manual,manual,manual_ingest,95,Boxford2023_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Boxford,2024,regular,yes,LEO,https://www.boxfordma.gov/DocumentCenter/View/2963/Annual-Report-2024,,manual,medium,"landed 2026-08-25 from the Chrome ingest (official, #pages 59-60); 8 races; date 2024-05-21 established from the same document",70,,no,no,published,,,https://www.town.boxford.ma.us/sites/g/files/vyhlif321/f/pages/230530_boxford_communityengagementresults_002.pdf,published,official
Boxford,2025,regular,yes,NEWS,https://www.boxfordma.gov/DocumentCenter/View/2367,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boxford2025_d0.pdf,manual,medium,manual_ingest | citation corrected 2026-08-20 (data was already verified good),70,Boxford2025_d0.pdf,yes,no,pdf_hosted,,,,published,official
Boxford,2026,regular,yes,,https://www.boxfordma.gov/DocumentCenter/View/3163,,,,"landed 2026-08-25 from the Chrome ingest (official, View/3163..3167 = 5 JPEG pages, merged locally into one PDF); 13 races",,,no,no,missing,,,,published,official
Boylston,2021,regular,yes,ATR,https://cms3.revize.com/revize/boylstonma/Documents/Services/Treasurer%20Collector/Documents%20&%20Forms/Boylston%20financials%2021.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boylston2021_d0.pdf,manual,medium,manual_ingest,70,Boylston2021_d0.pdf,yes,no,pdf_hosted,,,https://cms3.revize.com/revize/boylstonma/Documents/Services/Treasurer%20Collector/Documents%20&%20Forms/Boylston%20financials%2021.pdf,published,official
Boylston,2022,regular,yes,LEO,https://archives.lib.state.ma.us/items/36902fea-49af-418f-bb1d-654122b2f4a8,,manual,high,runner_fetch2,90,,no,no,published,,,https://www.boylston-ma.gov/Documents/Government/Board%20of%20Selectman/Town%20Meeting/STM%202022%20Results.pdf,published,official
Boylston,2023,regular,yes,LEO,https://www.boylston-ma.gov/Documents/Government/Board%20of%20Selectman/Annual%20Town%20Reports/2023%20Annual%20Town%20Report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boylston2023_d0.pdf,manual,manual,manual_ingest,95,Boylston2023_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Boylston,2024,regular,yes,LEO,https://www.boylston-ma.gov/sites/g/files/vyhlif4171/f/uploads/2024_town_election_official_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boylston2024_d0.pdf,manual,high,manual_ingest,90,Boylston2024_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Boylston,2025,regular,yes,LEO,https://cms3.revize.com/revize/boylstonma/Documents/Community/Government/Board%20of%20Selectman/Annual%20Town%20Report/2025%20Annual%20Town%20Report.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boylston2025_d0.pdf,manual,spraped,manual_ingest,70,Boylston2025_d0.pdf,yes,yes,pdf_hosted,,,,published,other
Boylston,2026,regular,yes,harvest-lead,https://www.boylston-ma.gov/Documents/Government/Town%20Clerk/2026%20ATE%20Official%20Results.pdf?t=202605140835380,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boylston2026_d0.pdf,manual,,manual_ingest,,Boylston2026_d0.pdf,yes,no,pdf_hosted,,,,published,official
Braintree,2021,regular,yes,LEO,https://braintreema.gov/DocumentCenter/View/8616/Nov-2-2021-Regular-Town-Election-Certified-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Braintree2021_d0.pdf,manual_sources,manual,,95,Braintree2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Braintree2021.md,pypdf,,published,official
Braintree,2022,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Braintree2022_d0.pdf,,no,no_election,,,,no_election,other
Braintree,2023,regular,yes,LEO,https://www.braintreema.gov/DocumentCenter/View/12394/Nov-7-2023-Regular-Town-Election-Official-Certified-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Braintree2023_d0.pdf,manual_sources,manual,,95,Braintree2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Braintree2023.md,pypdf,,published,official
Braintree,2024,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Braintree2024_d0.pdf,,no,no_election,,,,no_election,other
Braintree,2025,regular,yes,LEO,https://www.braintreema.gov/DocumentCenter/View/17245/Nov-4-2025-Regular-Town-Election-Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Braintree2025_d0.pdf,manual_city,manual,"manual | CITATION REPAIRED 2026-08-21 (Wayback capture cited): 200 via curl_cffi chrome; 3pg PDF p1 reads November 4 2025 Regular Town Election UNOFFICIAL ELECTION NIGHT RESULTS | UPGRADED 2026-08-21: replaced the UNOFFICIAL election-night tally with the town's CERTIFIED RESULTS (generated 2026-01-28). All 5 town-wide races close exactly on 5,347 x seats and the 6 district totals sum to 5,347. Note the certified sheet carries a stale template footer reading ""Braintree Local Election - November 7, 2023"".",100,Braintree2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Braintree2025.md,pypdf,,published,official
Braintree,2026,regular,no,,,,,,"no_election: even-year row seeded from the 2024 cohort, 2026-08-19",,,,,,,,,no_election,other
Brewster,2021,regular,yes,ATR,https://archives.lib.state.ma.us/server/api/core/bitstreams/aeffa18f-54eb-454e-849b-e443d07e58bd/content,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brewster2021_d0.pdf,scraper_sheet9,medium,"landed 2026-08-25 from the Chrome ingest (ATR, #pages 155-158 of Brewster-2021.pdf (issued 2022)); 14 races",70,Brewster2021_d0.pdf,no,no,published,,,https://www.brewster-ma.gov/sites/g/files/vyhlif16031/f/uploads/2022_annual_report_final_electronic_file.pdf,published,official
Brewster,2022,regular,yes,ATR,https://www.brewster-ma.gov/sites/g/files/vyhlif16031/f/uploads/2022_annual_report_final_electronic_file.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brewster2022_d0.pdf,verified_yes,medium,orphan_crop:3pp_naming_2022,90,Brewster2022_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Brewster,2023,regular,yes,NEWS,https://archives.lib.state.ma.us/server/api/core/bitstreams/85b94dd8-e044-4b7a-a714-5e226154c9fb/content,,manual,manual,"landed 2026-08-25 from the Chrome ingest (ATR, #pages 250-253 of Brewster-2023.pdf (issued 2024)); 9 races",95,Brewster2023_d0.pdf,no,no,missing,,playwright+docling-2.66.0,https://www.brewster-ma.gov/town-clerk/news/official-annual-town-election-results https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brewster2023.pdf,published,official
Brewster,2024,regular,yes,LEO,https://www.brewster-ma.gov/sites/g/files/vyhlif16031/f/uploads/2024-05-28_-_total_tally_sheet.pdf,,crawl,high,state_doc_sweep:no_source,70,,no,no,pdf_hosted,,pdf_only(needs_ocr),https://www.brewster-ma.gov/town-clerk/files/march-5-2024-official-primary-results,published,official
Brewster,2025,regular,yes,owner-verified-2026-08-19,https://www.brewster-ma.gov/town-clerk/news/official-annual-town-election-results,,manual,spraped,"pipeline:no_tally_in_full_text | VISUAL REVIEW 2026-08-20: certified return signed by Town Clerk Colette M. Williams; all races close on 1591 ballots. Clerk typos exist in PRECINCT-TOTAL FOOTER rows only (Selectmen Prec.3 printed 854 vs actual 954; Housing Authority Prec.1 printed 532 vs 562) - candidate figures unaffected. Cited clerk news page 403s to a plain client (transport block, not a dead URL)",70,,no,no,pdf_hosted,,playwright+docling-2.66.0,,published,official
Brewster,2026,regular,yes,custom-search,https://www.brewster-ma.gov/home/files/unofficial-annual-town-election-results-51926,,custom-search:recovered,,citation_recovered_by_rerunning_the_search_that_found_it; document text matches the held copy,,,no,no,pdf_hosted,,,,published,official
Bridgewater,2021,regular,yes,LEO,https://www.bridgewaterma.org/DocumentCenter/View/4026/Annual-Town-Election-4-24-2021-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Bridgewater2021_d0.pdf,manual_sources,manual,,95,Bridgewater2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Bridgewater2021.md,pypdf,,published,official
Bridgewater,2022,regular,yes,LEO,https://www.bridgewaterma.org/Documents/Government/Town%20Clerk/Elections/Election%20Results%20and%20Specimen%20Ballots/ATE4.23.2022%20Unofficial%20Results_202204260917054871.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Bridgewater2022_d0.pdf,manual,manual,manual_ingest,95,Bridgewater2022_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Bridgewater,2023,regular,yes,LEO,https://www.bridgewaterma.gov/Documents/Government/Town%20Clerk/Elections/Election%20Results%20and%20Specimen%20Ballots/ATE%204-22-2023%20Results_202306021013297520.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Bridgewater2023_d0.pdf,manual,manual,manual_ingest,95,Bridgewater2023_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Bridgewater,2024,regular,yes,LEO,https://www.bridgewaterma.gov/Documents/Government/Town%20Clerk/Elections/Election%20Results%20and%20Specimen%20Ballots/ATE%204.27.2024%20%20Results_202404291008567870.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Bridgewater2024_d0.pdf,manual,manual,manual_ingest,95,Bridgewater2024_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Bridgewater,2025,regular,yes,LEO,https://www.bridgewaterma.gov/Documents/Government/Town%20Clerk/Elections/Election%20Results%20and%20Specimen%20Ballots/ATE%2004262025%20Results_202504280921277710.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Bridgewater2025_d0.pdf,manual,manual,manual_ingest,95,Bridgewater2025_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Bridgewater,2026,regular,yes,cohort-2026,https://www.bridgewaterma.gov/Documents/Government/Town%20Clerk/Elections/Election%20Results%20and%20Specimen%20Ballots/ATE%2004252026%20Results.pdf,,,,landed 2026-09-10 from research/SESSION_2026-09-10_FINDINGS.md; transcribed from the certified return and checked against the 2045 ballots it reports,,,no,no,discarded_not_results,,,https://news.google.com/rss/articles/CBMidkFVX3lxTE1fdXcxa0lrSG1IZmZfYlZaV05VNnNVNmVhLTRXZFdMTDB0aUpmQkRYYVBiRlFMQk5lNTQ2MDJxbTBnbVN6cjBxazhudF84SjN2aTMwazhuc0d1N3o3dHlwdUo5c2U0WTF0c1RaVWZzdzNZQUYtY0E?oc=5,published,official
Brimfield,2021,regular,yes,LEO,https://www.brimfieldma.org/sites/g/files/vyhlif4181/f/pages/townreport2021.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brimfield2021_d0.pdf,manual,spraped,manual_ingest,70,Brimfield2021_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Brimfield,2022,regular,yes,LEO,https://archives.thereminder.com/localnews/hampden-county/adams-soto-beat-out-brimfield-board-of-selectmen-i/,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brimfield2022_d0.pdf,manual,high,"landed 2026-09-01 from The Reminder, 27 June 2022. Annual Town Election 21 June 2022; 671 of 2,873 registered, 'likely the highest turnout in over 20 years' (Town Clerk Debra Fagerstrom). LABELLED UNOFFICIAL by the source. Selectmen 2 seats: Soto 435, Adams 430, unseating incumbents Doyle 206 and McCarthy 206 (same figure, as printed). Moderator Miller 329 over write-in Frazier 184. Eleven further offices named without counts. ELEMENTARY SCHOOL COMMITTEE SECOND SEAT UNFILLED - do not assign. Blanks not reported.",90,Brimfield2022_d0.pdf,yes,no,pdf_hosted,,,,published,news
Brimfield,2023,regular,yes,LEO,https://www.brimfieldma.org/sites/g/files/vyhlif4181/f/news/brimfield_ate_june_20_2023_counter_tally_sheets.pdf,,manual_sources,manual,,95,,no,no,hosted,,pypdf,,published,official
Brimfield,2024,regular,yes,LEO,https://www.brimfieldma.org/sites/g/files/vyhlif4181/f/pages/unofficial_results_ate_2024.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brimfield2024_d0.pdf,manual,medium,manual_ingest,70,Brimfield2024_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Brimfield,2025,regular,yes,LEO,https://www.brimfieldma.org/sites/g/files/vyhlif4181/f/news/brimfield_local_town_election_june_12_2025_results_0.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brimfield2025_d0.pdf,scraper_sheet9,spraped,"CITATION DEAD, no replacement found 2026-08-21 (404 via curl_cffi chrome; the June 12 2025 results node redirects to /user/login and a Way); artifact is held locally | SOURCE RECOVERED 2026-08-21 (owner-supplied URL): Town Clerk Debra Fagerstrom's ""UNOFFICIAL RESULTS - Brimfield Annual Town Election June 12, 2025"", 2pp, 547 ballots. All 12 races close exactly on 547 x seats. Note the filename carries Drupal's _0 collision suffix - the same pattern that hides other towns' returns.",70,Brimfield2025_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Brimfield,2026,regular,yes,custom-search-2026,https://www.brimfieldma.org/sites/g/files/vyhlif4181/f/news/brimfield_local_election_tally_sheet_may_21_2026.pdf,,,,,,,no,no,pdf_hosted,,,,published,official
Brockton,2021,regular,yes,LEO,https://brockton.ma.us/wp-content/uploads/2021/11/Nov2021_Unofficial_Election_Results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brockton2021_d0.pdf,manual_sources,manual,,95,Brockton2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Brockton2021.md,pypdf,,published,official
Brockton,2022,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Brockton2022_d0.pdf,,no,no_election,,,,no_election,other
Brockton,2023,regular,yes,LEO,https://brockton.ma.us/wp-content/uploads/2023/11/2023-NOVEMBER-7.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brockton2023_d0.pdf,manual_sources,manual,refetch_curl,95,Brockton2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Brockton2023.md,pypdf,,published,official
Brockton,2024,regular,no,CITY_ODD_YEAR_CYCLE,,,,,,,Brockton2024_d0.pdf,,no,no_election,,,,no_election,other
Brockton,2025,regular,yes,LEO,https://brockton.ma.us/wp-content/uploads/2025/12/Official-Recounted-November-2025-Election-Results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brockton2025_d0.pdf,manual_city,manual,manual,100,Brockton2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Brockton2025.md,pypdf,,published,official
Brockton,2026,regular,no,,,,,,"no_election: even-year row seeded from the 2024 cohort, 2026-08-19",,,,,,,,,no_election,other
Brookfield,2021,regular,yes,LEO,https://www.brookfieldma.us/wp-content/uploads/2026/01/atr_2021.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookfield2021_d0.pdf,manual,high,manual_ingest,90,Brookfield2021_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Brookfield,2022,regular,yes,ATR,https://www.brookfieldma.us/wp-content/uploads/2026/01/brookfield_tr_22_web_cc_0.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookfield2022_d0.pdf,dive_atr,medium,atr_cropped,70,Brookfield2022_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Brookfield,2023,regular,yes,LEO,https://www.brookfieldma.us/wp-content/uploads/2026/01/brookfield_tr_23_web_cc_1.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookfield2023_d0.pdf,manual,spraped,runner_fetch2,70,Brookfield2023_d0.pdf,yes,yes,pdf_hosted,,,,published,official
Brookfield,2024,regular,yes,LEO,https://www.brookfieldma.us/wp-content/uploads/2026/01/brookfield_tr_24_web_cc_for_website.pdf,,manual,spraped,runner_fetch2,70,,no,no,pdf_hosted,,,,published,official
Brookfield,2025,regular,yes,NEWS,https://www.brookfieldma.us/annual-town-election-results-report/,,manual,high,YES,90,Brookfield2025_d0.pdf,,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Brookfield2025.md,playwright+docling-2.66.0,,published,official
Brookfield,2026,regular,yes,cohort-2026,https://www.brookfieldma.us/wp-content/uploads/2026/05/Annual-Town-Election-Results.pdf,,,,,,,no,yes,hosted,,,,published,official
Brookline,2021,regular,yes,LEO,https://www.brooklinema.gov/DocumentCenter/View/24670/May-4-2021-Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookline2021_d0.pdf,manual_sources,manual,,95,Brookline2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Brookline2021.md,pypdf,,published,official
Brookline,2022,regular,yes,LEO,https://www.brooklinema.gov/DocumentCenter/View/32231/UPDATED-5-10-2022-Unofficial-Election-Results-05-03-2022-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookline2022_d0.pdf,manual_sources,manual,,95,Brookline2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Brookline2022.md,pypdf,,published,official
Brookline,2023,regular,yes,LEO,https://www.brooklinema.gov/DocumentCenter/View/41390/Official-Annual-Town-Election-Results-May-2-2023-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookline2023_d0.pdf,manual_sources,manual,,95,Brookline2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Brookline2023.md,pypdf,,published,official
Brookline,2024,regular,yes,LEO,https://www.brooklinema.gov/DocumentCenter/View/50683/Election-Results-Annual-Town-Election-May-7-2024-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookline2024_d0.pdf,manual_sources,manual,,95,Brookline2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Brookline2024.md,pypdf,,published,official
Brookline,2025,regular,yes,LEO,https://www.brooklinema.gov/DocumentCenter/View/57605/Official-Results-Annual-Town-Election-May-6-2025-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookline2025_d0.pdf,manual_sources,manual,,95,Brookline2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Brookline2025.md,pypdf,,published,official
Brookline,2026,regular,yes,custom-search-2026,https://www.brooklinema.gov/DocumentCenter/View/62408/Official-Results-Annual-Town-Election-May-5-2026-PDF,,harvest-lead:sha256,,citation_proven_against_held_pdf,,,no,no,pdf_hosted,,,,published,official
Buckland,2021,regular,yes,LEO,https://www.town.buckland.ma.us/town-clerk/files/annual-town-election-results-2021,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Buckland2021_d0.pdf,scraper_sheet9,spraped,,70,Buckland2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Buckland2021.md,docling-2.66.0,,published,official
Buckland,2022,regular,yes,LEO,https://www.town.buckland.ma.us/sites/g/files/vyhlif356/f/uploads/ate_2022_results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Buckland2022_d0.pdf,scraper_sheet9,spraped,,70,Buckland2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Buckland2022.md,docling-2.66.0,,published,official
Buckland,2023,regular,yes,LEO,https://www.town.buckland.ma.us/sites/g/files/vyhlif356/f/uploads/ate_results_2023.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Buckland2023_d0.pdf,manual_sources,manual,,95,Buckland2023_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Buckland2023.md,docling-2.66.0,,published,official
Buckland,2024,regular,yes,LEO,https://www.town.buckland.ma.us/town-clerk/files/ate-results-642024,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Buckland2024_d0.pdf,scraper_sheet9,spraped,,70,Buckland2024_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Buckland2024.md,docling-2.66.0,,published,official
Buckland,2025,regular,yes,LEO,https://www.town.buckland.ma.us/home/files/annual-town-election-results-632025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Buckland2025_d0.pdf,scraper_sheet9,spraped,,70,Buckland2025_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Buckland2025.md,docling-2.66.0,,published,official
Buckland,2026,regular,yes,custom-search-2026,https://www.town.buckland.ma.us/town-clerk/files/ate-results-6226,,,,,,,no,no,pdf_hosted,,,,published,official
Burlington,2021,regular,yes,LEO,https://www.burlington.org/DocumentCenter/View/3694/Town-Election-2021,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Burlington2021_d0.pdf,manual_sources,manual,,95,Burlington2021_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Burlington2021.md,pypdf,,published,other
Burlington,2022,regular,yes,LEO,https://www.burlington.org/DocumentCenter/View/7205/Town-Election-2022,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Burlington2022_d0.pdf,manual_sources,manual,,95,Burlington2022_d0.pdf,yes,yes,hosted,https://jamesnicholsworley.github.io/civicatlasma/markdown/Burlington2022.md,pypdf,,published,other
