municipality,year,provenance,capture_status,host,native_url,hosted_url
Boston,2021,LEO,MISS_host_crawled,boston.gov,https://www.boston.gov/departments/elections/state-and-city-boston-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boston2021.pdf
Boston,2023,LEO,MISS_host_crawled,boston.gov,https://www.boston.gov/departments/elections/state-and-city-boston-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Boston2023.pdf
Boston,2025,LEO,MISS_host_crawled,boston.gov,https://www.boston.gov/sites/default/files/file/2025/11/2025-Unofficial-Ward-Precinct-Results-General-Municipal-Election.pdf,
Worcester,2023,LEO,captured_exact,worcesterma.gov,https://www.worcesterma.gov/election-results/2020-Present/20231107.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Worcester2023.pdf
Worcester,2025,LEO,captured_exact,worcesterma.gov,https://www.worcesterma.gov/election-results/20251104.pdf,
Springfield,2021,LEO,MISS_host_crawled,springfield-ma.gov,https://www.springfield-ma.gov/elections/past-elections/november-2-2021-election-results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Springfield2021.pdf
Springfield,2023,LEO,MISS_host_crawled,springfield-ma.gov,https://www.springfield-ma.gov/elections/votecounts.php,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Springfield2023.pdf
Springfield,2025,LEO,MISS_host_crawled,springfield-ma.gov,https://www.springfield-ma.gov/elections/fileadmin/Past_Election_Results/November_4__2025_Precinct_Breakdown.pdf,
Cambridge,2021,LEO,captured_exact,rwinters.com,http://rwinters.com/elections/school2021.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Cambridge2021.pdf
Cambridge,2023,LEO,captured_exact,cambridgema.gov,https://www.cambridgema.gov/-/media/Files/electioncommission/2023municipalelection/20231117officialcitycounciltotals.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Cambridge2023.pdf
Cambridge,2025,LEO,MISS_host_crawled,cambridgema.gov,https://www.cambridgema.gov/Departments/electioncommission/news/2025/11/2025municipalelectionofficialresultsnovember14thupdate,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Cambridge2025.pdf
Lowell,2021,LEO,captured_exact,lowellma.gov,https://www.lowellma.gov/DocumentCenter/View/17319/2021-Municipal-Election---Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lowell2021.pdf
Lowell,2023,LEO,captured_exact,lowellma.gov,https://www.lowellma.gov/DocumentCenter/View/24325/ElectionSummaryReportRPT-UNOFFICIAL-RESULTS-11-7-23,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lowell2023.pdf
Lowell,2025,LEO,captured_exact,lowellma.gov,https://lowellma.gov/DocumentCenter/View/32913/2025-Lowell-Election-UNOFFICIAL-results?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lowell2025.pdf
Brockton,2021,LEO,captured_exact,brockton.ma.us,https://brockton.ma.us/wp-content/uploads/2021/11/Nov2021_Unofficial_Election_Results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brockton2021.pdf
Brockton,2023,LEO,captured_exact,brockton.ma.us,https://brockton.ma.us/wp-content/uploads/2023/11/2023-NOVEMBER-7.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brockton2023.pdf
Brockton,2025,LEO,captured_exact,brockton.ma.us,https://brockton.ma.us/wp-content/uploads/2025/12/Official-Recounted-November-2025-Election-Results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brockton2025.pdf
Quincy,2023,LEO,MISS_host_crawled,cms7files1.revize.com,https://cms7files1.revize.com/quincyma/Document%20Center/Government/City%20Clerk/Election/Election%20Results%202005-Present/November_7_2023%20Election%20Results%20V2.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Quincy2023.pdf
Quincy,2025,LEO,MISS_host_crawled,quincyma.gov,https://www.quincyma.gov/departments/city_clerk/election/election_results.php,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Quincy2025.pdf
Lynn,2021,LEO,MISS_host_crawled,lynnma.gov,https://www.lynnma.gov/common/pages/GetFile.ashx?key=q38CAFaA,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lynn2021.pdf
Lynn,2023,LEO,captured_exact,lynnma.gov,https://www.lynnma.gov/city_government/departments/elections/election_results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lynn2023.pdf
Lynn,2025,LEO,MISS_host_crawled,lynnma.gov,https://www.lynnma.gov/common/pages/GetFile.ashx?key=s6cEAEhY,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lynn2025.pdf
New Bedford,2021,LEO,captured_exact,newbedford-ma.s3.amazonaws.com,https://newbedford-ma.s3.amazonaws.com/wp-content/uploads/sites/36/20221101091828/2021-Municipal-Election-Results-by-Precinct.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewBedford2021.pdf
New Bedford,2025,LEO,MISS_host_crawled,newbedford-ma.s3.amazonaws.com,https://newbedford-ma.s3.amazonaws.com/wp-content/uploads/20251107134056/DOC1106251.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/NewBedford2025.pdf
Fall River,2025,LEO,MISS_host_crawled,cms2.revize.com,https://cms2.revize.com/revize/fallriver/Document%20Center/Departments/Elections/Election%20Results/2025%20Biennial%20Municipal%20Election-Unofficial%20Election%20Results.pdf?t=202511061534240&t=202511061534240,https://jamesnicholsworley.github.io/civicatlasma/pdfs/FallRiver2025.pdf
Lawrence,2021,LEO,captured_exact,cityoflawrence.com,https://cityoflawrence.com/DocumentCenter/View/44030/11-02-2021-LAWRENCE-MUNICIPAL-ELECTION-OFFICIAL-RESULTS,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lawrence2021.pdf
Lawrence,2023,LEO,captured_exact,cityoflawrence.com,https://www.cityoflawrence.com/DocumentCenter/View/47614/NOVEMBER-7-2023-UNOFFICIAL-ELECTION-RESULTS,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lawrence2023.pdf
Lawrence,2025,LEO,MISS_host_crawled,cityoflawrence.com,https://www.cityoflawrence.com/DocumentCenter/View/51303/OFFICIAL-RESULTS-FOR-NOVEMBER-4-2025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Lawrence2025.pdf
Newton,2023,LEO,MISS_host_crawled,newtonma.gov,https://www.newtonma.gov/government/elections/election-results/-folder-1809#docfold_5503_407_314_1809,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Newton2023.pdf
Newton,2025,LEO,captured_exact,newtonma.gov,https://www.newtonma.gov/home/showpublisheddocument/133850,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Newton2025.pdf
Somerville,2021,LEO,MISS_host_crawled,electionarchive.somervillema.gov,https://electionarchive.somervillema.gov/eng/contests/get_source_documentation/9487/1,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Somerville2021.pdf
Somerville,2023,LEO,MISS_host_crawled,s3.amazonaws.com,https://s3.amazonaws.com/somervillema-live/s3fs-public/11-07-2023-official-election-results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Somerville2023.pdf
Somerville,2025,LEO,MISS_host_crawled,s3.amazonaws.com,https://s3.amazonaws.com/somervillema-live/s3fs-public/election-totals-20251104.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Somerville2025.pdf
Framingham,2021,LEO,MISS_host_crawled,framinghamma.gov,https://www.framinghamma.gov/DocumentCenter/View/44049/Official-Results-110221-v2?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Framingham2021.pdf
Framingham,2023,LEO,MISS_host_crawled,framinghamma.gov,https://framinghamma.gov/DocumentCenter/View/50979/Official-Results--110723,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Framingham2023.pdf
Framingham,2025,LEO,captured_exact,framinghamma.gov,https://framinghamma.gov/DocumentCenter/View/54423/Unofficial-results-11042025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Framingham2025.pdf
Haverhill,2021,LEO,captured_exact,haverhillma.gov,https://www.haverhillma.gov/media/ouslbbqw/official-nov-2021.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Haverhill2021.pdf
Haverhill,2023,LEO,captured_exact,haverhillma.gov,https://www.haverhillma.gov/media/cfuhl2v1/nov-official-results-mayor-cc-and-questions.jpg,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Haverhill2023.pdf
Haverhill,2025,LEO,captured_exact,haverhillma.gov,https://www.haverhillma.gov/media/z4pmtfye/haverhill-general-municipal-election-official-results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Haverhill2025.pdf
Malden,2021,LEO,captured_exact,cityofmalden.org,https://www.cityofmalden.org/DocumentCenter/View/4518/Nov-2021-Municipal-Final-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Malden2021.pdf
Malden,2023,LEO,captured_exact,cityofmalden.org,https://www.cityofmalden.org/DocumentCenter/View/7606/November-7-2023-City-Election-PDF?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Malden2023.pdf
Malden,2025,LEO,MISS_host_crawled,cityofmalden.org,https://www.cityofmalden.org/DocumentCenter/View/10903/Nov-4-2025-Final-Results-PDF?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Malden2025.pdf
Waltham,2021,LEO,MISS_host_crawled,city.waltham.ma.us,https://www.city.waltham.ma.us/sites/g/files/vyhlif12301/f/uploads/city_of_waltham_unofficial_election_results_11020221.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Waltham2021.pdf
Waltham,2023,LEO,captured_exact,city.waltham.ma.us,https://www.city.waltham.ma.us/sites/g/files/vyhlif6861/f/uploads/waltham_certifed_results_nov_7_2023_003.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Waltham2023.pdf
Waltham,2025,LEO,MISS_host_crawled,city.waltham.ma.us,https://www.city.waltham.ma.us/sites/g/files/vyhlif12301/f/uploads/unofficial_municipal_nov_4_2025.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Waltham2025.pdf
Brookline,2021,LEO,captured_exact,brooklinema.gov,https://www.brooklinema.gov/DocumentCenter/View/24670/May-4-2021-Official-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookline2021.pdf
Brookline,2022,LEO,captured_exact,brooklinema.gov,https://www.brooklinema.gov/DocumentCenter/View/32231/UPDATED-5-10-2022-Unofficial-Election-Results-05-03-2022-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookline2022.pdf
Brookline,2023,LEO,captured_exact,brooklinema.gov,https://www.brooklinema.gov/DocumentCenter/View/41390/Official-Annual-Town-Election-Results-May-2-2023-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookline2023.pdf
Brookline,2024,LEO,captured_exact,brooklinema.gov,https://www.brooklinema.gov/DocumentCenter/View/50683/Election-Results-Annual-Town-Election-May-7-2024-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookline2024.pdf
Brookline,2025,LEO,captured_exact,brooklinema.gov,https://www.brooklinema.gov/DocumentCenter/View/57605/Official-Results-Annual-Town-Election-May-6-2025-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Brookline2025.pdf
Revere,2021,LEO,captured_exact,files.aptuitivcdn.com,https://files.aptuitivcdn.com/GB7r14nbKy-1182/files/electionresults/pdf/Revere-Official-LOCAL-ELECTION-Results-NOV2-2021.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Revere2021.pdf
Revere,2023,LEO,captured_exact,files.aptuitivcdn.com,https://files.aptuitivcdn.com/GB7r14nbKy-1182/docs/Final-Election-Results-pending-possible-recount-from-11-7-23-Municipal-Election.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Revere2023.pdf
Revere,2025,LEO,captured_exact,files.aptuitivcdn.com,https://files.aptuitivcdn.com/GB7r14nbKy-1182/docs/Official-Results-11-4-2025-Final-3.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Revere2025.pdf
Plymouth,2021,LEO,captured_exact,plymouth-ma.gov,https://www.plymouth-ma.gov/DocumentCenter/View/2858/May-15-2021---Local-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Plymouth2021.pdf
Plymouth,2022,LEO,captured_exact,plymouth-ma.gov,https://www.plymouth-ma.gov/DocumentCenter/View/2863/May-21-2022---Local-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Plymouth2022.pdf
Plymouth,2023,LEO,captured_exact,plymouth-ma.gov,https://www.plymouth-ma.gov/DocumentCenter/View/3670/May-20-2023---Local-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Plymouth2023.pdf
Plymouth,2024,LEO,captured_exact,plymouth-ma.gov,https://www.plymouth-ma.gov/DocumentCenter/View/5845/May-18-2024---Official-Local-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Plymouth2024.pdf
Plymouth,2025,LEO,captured_exact,plymouth-ma.gov,https://www.plymouth-ma.gov/DocumentCenter/View/8348/May-17-2025---Official-Local-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Plymouth2025.pdf
Medford,2021,LEO,MISS_host_crawled,resources.finalsite.net,https://resources.finalsite.net/images/v1674676392/medfordmaorg/x35ynludydv647seftk7/2021_MACERTIFIEDSBGNOVEMBER220212021.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Medford2021.pdf
Medford,2023,LEO,MISS_host_crawled,resources.finalsite.net,https://resources.finalsite.net/images/v1702398106/medfordmaorg/caq9ghzsowwtv56j5lzd/20231212102933345.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Medford2023.pdf
Medford,2025,LEO,MISS_host_crawled,resources.finalsite.net,https://resources.finalsite.net/images/v1763049199/medfordmaorg/hlcay8er2il2sc7td8nm/OfficialElectionResults11425.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Medford2025.pdf
Taunton,2021,LEO,captured_exact,taunton-ma.gov,https://www.taunton-ma.gov/DocumentCenter/View/254/City-Election---November-2-2021-Official-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Taunton2021.pdf
Taunton,2023,LEO,captured_exact,taunton-ma.gov,https://www.taunton-ma.gov/DocumentCenter/View/3304/Official-Certified-Election-Results-November-07-2023,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Taunton2023.pdf
Taunton,2025,LEO,captured_exact,taunton-ma.gov,https://www.taunton-ma.gov/DocumentCenter/View/6323/November-4-2025-City-Election-UNOFFICIAL-RESULTS,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Taunton2025.pdf
Chicopee,2021,LEO,captured_exact,chicopeema.gov,https://www.chicopeema.gov/DocumentCenter/View/13505/November-2-2021-Municipal-Election-Summary-Report,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chicopee2021.pdf
Chicopee,2023,LEO,captured_exact,chicopeema.gov,https://www.chicopeema.gov/DocumentCenter/View/17619/November-7-2023---Municipal-Election-Summary-Report,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chicopee2023.pdf
Chicopee,2025,LEO,MISS_host_crawled,chicopeema.gov,https://www.chicopeema.gov/DocumentCenter/View/21409/November-4-2025-Municipal-Election--Summary-Report,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chicopee2025.pdf
Peabody,2021,LEO,captured_exact,peabody-ma.gov,https://peabody-ma.gov/city%20clerk/Municipal%20Election%20Final%20110221.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Peabody2021.pdf
Peabody,2023,LEO,captured_exact,peabody-ma.gov,https://peabody-ma.gov/archive-election-results.html,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Peabody2023.pdf
Peabody,2025,LEO,captured_exact,peabody-ma.gov,https://www.peabody-ma.gov/city%20clerk/110425%20Peabody%20Municipal%20Election%20FINAL%20Results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Peabody2025.pdf
Methuen,2021,LEO,captured_exact,methuen.gov,https://www.methuen.gov/DocumentCenter/View/622/2021-Municipal-Election-Certified-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Methuen2021.pdf
Methuen,2023,LEO,MISS_host_crawled,methuen.gov,https://www.methuen.gov/DocumentCenter/View/2254/Municipal-Election-Official-Results---November-7-2023,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Methuen2023.pdf
Methuen,2025,LEO,MISS_host_crawled,cityofmethuen.net,https://cityofmethuen.net/DocumentCenter/View/4874/Official-Certified-Municipal-Election-Results--11525-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Methuen2025.pdf
Everett,2021,LEO,MISS_host_crawled,cityofeverett.com,https://cityofeverett.com/wp-content/uploads/2021/11/2021-Municipal-Election-Results.xlsx,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Everett2021.xlsx
Everett,2025,LEO,captured_exact,cityofeverett.com,https://cityofeverett.com/wp-content/uploads/2025/11/2025-Municipal-Election-Unofficial-Results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Everett2025.pdf
Barnstable,2021,LEO,captured_exact,town.barnstable.ma.us,https://town.barnstable.ma.us/Departments/TownClerk/Results/Unofficial_TownBarnstable2021ElectionResults.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Barnstable2021.pdf
Barnstable,2023,LEO,captured_exact,town.barnstable.ma.us,https://town.barnstable.ma.us/Departments/TownClerk/Results/110723/Town%20of%20Barnstable%20Official%20Election%20Results%20NOV%202023.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Barnstable2023.pdf
Barnstable,2025,LEO,MISS_host_crawled,tobweb.town.barnstable.ma.us,https://tobweb.town.barnstable.ma.us/ElectionResults/OFFICIAL%20Results%20Municipal%20Election%20November%204%202025.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Barnstable2025.pdf
Attleboro,2021,LEO,MISS_host_absent,wpri.com,https://www.wpri.com/wp-content/uploads/sites/23/2021/11/Attleboro-Municipal-Election-11-2-2021-Unofficial-Results.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Attleboro2021.pdf
Attleboro,2023,LEO,MISS_host_crawled,cityofattleboro.us,https://www.cityofattleboro.us/DocumentCenter/View/8671/All-Wards-Unofficial-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Attleboro2023.pdf
Attleboro,2025,LEO,MISS_host_crawled,cityofattleboro.us,https://cityofattleboro.us/DocumentCenter/View/13416/Unofficial-Results-20251104-Municipal-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Attleboro2025.pdf
Arlington,2021,LEO,captured_exact,arlingtonma.gov,https://www.arlingtonma.gov/home/showpublisheddocument/55830/637536860248300000,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Arlington2021.pdf
Arlington,2022,LEO,captured_exact,arlingtonma.gov,https://www.arlingtonma.gov/home/showpublisheddocument/63115/638047128835530000,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Arlington2022.pdf
Arlington,2023,LEO,captured_exact,arlingtonma.gov,https://www.arlingtonma.gov/home/showpublisheddocument/64777/638163962648670000,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Arlington2023.pdf
Arlington,2024,LEO,captured_exact,arlingtonma.gov,https://www.arlingtonma.gov/home/showpublisheddocument/69574/638484306153970000,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Arlington2024.pdf
Arlington,2025,LEO,captured_exact,arlingtonma.gov,https://www.arlingtonma.gov/home/showpublisheddocument/73627/638797318294870000,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Arlington2025.pdf
Salem,2021,LEO,captured_exact,salemma.gov,https://www.salemma.gov/DocumentCenter/View/1672/2021-to-2022-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Salem2021.pdf
Salem,2023,LEO,captured_exact,salemma.gov,https://www.salemma.gov/DocumentCenter/View/6752/2023-to-2024-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Salem2023.pdf
Salem,2025,LEO,MISS_host_crawled,salemma.gov,https://www.salemma.gov/DocumentCenter/View/8243/UNOFFICIAL-ELECTION-RESULTS---CITY-OF-SALEM-BIENNIAL-ELECTION---NOVEMBER-4-2025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Salem2025.pdf
Pittsfield,2021,LEO,MISS_host_crawled,cms2.revize.com,https://cms2.revize.com/revize/pittsfieldma/city_hall/registrar_of_voters_and_elections/docs/11-2-2121%20MUNICIPAL%20ELECTION%20RESULTS.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Pittsfield2021.pdf
Leominster,2021,LEO,captured_exact,leominster-ma.gov,https://www.leominster-ma.gov/DocumentCenter/View/1077/Appendix-A3-Leominster-OSRP-Public-Survey-Results-PDF,
Leominster,2025,LEO,MISS_host_crawled,leominster-ma.gov,https://leominster-ma.gov/DocumentCenter/View/,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Leominster2025.pdf
Beverly,2021,LEO,captured_exact,beverlyma.gov,https://www.beverlyma.gov/DocumentCenter/View/2174/November-2-2021-Election-Official-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Beverly2021.pdf
Beverly,2023,LEO,captured_exact,beverlyma.gov,https://www.beverlyma.gov/DocumentCenter/View/4758/November-7-2023-Municipal-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Beverly2023.pdf
Beverly,2025,LEO,MISS_host_crawled,beverlyma.gov,https://www.beverlyma.gov/DocumentCenter/View/6843/November-4-2025-Municipal-Election-Unofficial-Result-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Beverly2025.pdf
Billerica,2021,LEO,captured_exact,town.billerica.ma.us,https://town.billerica.ma.us/DocumentCenter/View/9216/OFFICIAL-RESULTS-4102021,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Billerica2021.pdf
Billerica,2022,LEO,captured_exact,town.billerica.ma.us,https://www.town.billerica.ma.us/DocumentCenter/View/9530/April-2-2022-Town-Election-Unofficial-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Billerica2022.pdf
Billerica,2025,LEO,captured_exact,billerica.gov,https://billerica.gov/377/Election-Results-Information,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Billerica2025.pdf
Fitchburg,2021,LEO,MISS_host_crawled,fitchburgma.gov,https://www.fitchburgma.gov/ArchiveCenter/ViewFile/Item/1164,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Fitchburg2021.pdf
Fitchburg,2023,LEO,captured_exact,fitchburgma.gov,https://www.fitchburgma.gov/ArchiveCenter/ViewFile/Item/1301,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Fitchburg2023.pdf
Fitchburg,2025,LEO,captured_exact,fitchburgma.gov,https://www.fitchburgma.gov/DocumentCenter/View/18752/2025-FITCHBURG-UNOFFICIAL-MUNICIPAL-ELECTION--RESULTS-11-4-2025,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Fitchburg2025.pdf
Marlborough,2021,LEO,MISS_host_crawled,marlborough-ma.gov,https://www.marlborough-ma.gov/DocumentCenter/View/234/2021-11-02-Municipal-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Marlborough2021.pdf
Marlborough,2023,LEO,captured_exact,marlborough-ma.gov,https://www.marlborough-ma.gov/DocumentCenter/View/236/2023-11-07-Municipal-Election-Results-PDF,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Marlborough2023.pdf
Marlborough,2025,LEO,MISS_host_crawled,marlborough-ma.gov,https://www.marlborough-ma.gov/DocumentCenter/View/3455/OFFICIAL-RESULTS-Municipal-Election---11-04-25,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Marlborough2025.pdf
Woburn,2021,LEO,captured_exact,woburnma.gov,https://woburnma.gov/wp-content/uploads/2017/07/Municipal-Election-11-2-2021-Official.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Woburn2021.pdf
Woburn,2023,LEO,captured_exact,woburnma.gov,https://woburnma.gov/wp-content/uploads/2017/07/Municipal-Election-11-7-2023-Official.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Woburn2023.pdf
Woburn,2025,LEO,captured_exact,woburnma.gov,https://woburnma.gov/wp-content/uploads/2017/07/Municipal-Election-11-4-2025-Official.pdf,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Woburn2025.pdf
Westfield,2021,LEO,MISS_host_crawled,cityofwestfield.org,https://www.cityofwestfield.org/DocumentCenter/View/10623/2021-11-02-City-Election-,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westfield2021.pdf
Westfield,2023,LEO,MISS_host_crawled,cityofwestfield.org,https://www.cityofwestfield.org/DocumentCenter/View/14176/2023117-City-Election-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westfield2023.pdf
Westfield,2025,LEO,MISS_host_crawled,cityofwestfield.org,https://www.cityofwestfield.org/DocumentCenter/View/16936/1142025-UNOFFICIAL-RESULTS-CITY-ELECTION?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Westfield2025.pdf
Chelsea,2021,LEO,MISS_host_crawled,cms5.revize.com,"https://cms5.revize.com/revize/chelseama/Document_Center/Departments/City%20Clerk/Elections,%20Voting%20&%20Campaign%20Finance/Election%20Results/official_results_november_2_2021_municipal_election.pdf",https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chelsea2021.pdf
Chelsea,2023,LEO,MISS_host_crawled,cms5.revize.com,"https://cms5.revize.com/revize/chelseama/Document_Center/Departments/City%20Clerk/Elections,%20Voting%20&%20Campaign%20Finance/2023%20Election%20Info/November%207%202023%20City%20Election%20Official%20Results.pdf",https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chelsea2023.pdf
Chelsea,2025,LEO,MISS_host_crawled,cms5.revize.com,"https://cms5.revize.com/revize/chelseama/Document_Center/Departments/City%20Clerk/Elections,%20Voting%20&%20Campaign%20Finance/2025%20Election%20Info/Official%20City%20Election%20Summary%20and%20Precinct%20Results%2011.4.25.pdf?t=202511241140310&t=202511241140310",https://jamesnicholsworley.github.io/civicatlasma/pdfs/Chelsea2025.pdf
Amherst,2021,LEO,captured_exact,amherstma.gov,https://www.amherstma.gov/DocumentCenter/View/59133/11-2-21-Official-Certified-Results-post-recount,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Amherst2021.pdf
Amherst,2023,LEO,MISS_host_crawled,amherstma.gov,https://www.amherstma.gov/DocumentCenter/View/69786/Unofficial-Results---11-7-23-Town-Election,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Amherst2023.pdf
Amherst,2025,LEO,MISS_host_crawled,amherstma.gov,https://www.amherstma.gov/DocumentCenter/View/83343/November-4-2025-Town-Election-Official-Certified-Results?bidId=,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Amherst2025.pdf
Braintree,2021,LEO,captured_exact,braintreema.gov,https://braintreema.gov/DocumentCenter/View/8616/Nov-2-2021-Regular-Town-Election-Certified-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Braintree2021.pdf
Braintree,2023,LEO,captured_exact,braintreema.gov,https://www.braintreema.gov/DocumentCenter/View/12394/Nov-7-2023-Regular-Town-Election-Official-Certified-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Braintree2023.pdf
Braintree,2025,LEO,captured_exact,braintreema.gov,https://braintreema.gov/DocumentCenter/View/16668/Nov-4-2025-Regular-Town-Election-UnOfficial-Results,https://jamesnicholsworley.github.io/civicatlasma/pdfs/Braintree2025.pdf
